TESTING PARAMETERS,POWER SUPPLY VOLTAGE,CURRENT,FREQUENCY,NOISE LEVEL,OPERATING VOLTAGE RANGE
129000,13.14,0.13,0,50.55,0
129100,13.15,0.14,0,50.14,0
129200,13.13,0.11,0,50.73,0
129261,13.08,2.01,366,108.88,5.14
129300,13.09,1.86,356,105.99,6.06
129400,13.1,1.76,348,103.67,8.84
129500,13.06,1.78,346,103.05,7.86
129600,13.09,1.77,348,101.85,6.92
129700,13.1,1.72,344,105.05,7.87
129800,13.09,1.72,344,104.61,7.84
129900,13.06,1.76,348,105.13,6.96
130000,13.09,1.77,348,102.8,6.91
130100,13.06,1.77,348,103.1,6.97
130200,13.06,1.77,348,105.32,6.93
130300,13.07,1.76,348,103.57,6.95
130400,13.08,1.79,350,105.38,6.94
130500,13.08,1.76,348,105.01,6.95
130600,13.15,0.1,0,51.14,0
130700,13.08,1.73,346,104.45,6.93
130800,13.09,1.67,342,104.89,6.92
130900,13.07,1.65,344,105.65,6.97
131000,13.08,1.74,344,104.39,7.87
131100,13.08,1.77,348,104.81,6.93
131200,13.08,1.73,346,103.78,6.96
131300,13.08,1.64,338,105.55,7.88
131400,13.07,1.73,346,104.09,6.89
131500,13.08,1.72,344,104.41,6.89
131600,13.06,1.79,348,103.51,6.94
131700,13.07,1.74,346,104.51,6.98
131800,13.1,1.73,346,103.46,6.93
131900,13.1,1.57,336,105.31,6.87
132000,13.1,1.53,342,104.4,6.91
132100,13.09,1.56,342,107.19,6.94
132200,13.09,1.75,350,104.87,6.96
132300,13.08,1.76,346,104.14,6.98
132400,13.09,1.68,344,104.65,6.92
132500,13.1,1.68,344,105.05,7
132600,13.08,1.75,348,104.34,6.92
132700,13.07,1.74,348,105.34,7
132800,13.06,1.74,346,104.49,6.9
132900,13.09,1.72,344,105.42,6.95
133000,13.09,1.73,346,102.99,6.93
133100,13.07,1.7,344,104.62,6.97
133200,13.11,1.76,346,104.2,7.04
133300,13.05,1.77,348,104.19,6.93
133400,13.1,1.73,344,103.83,6.92
133500,13.09,1.73,344,104.45,6.94
133600,13.06,1.69,342,104.18,7.82
133700,13.07,1.76,348,105.66,7.85
133800,13.06,1.76,350,104.57,6.92
133900,13.1,1.77,348,103.63,6.95
134000,13.09,1.73,346,103.95,6.89
134100,13.09,1.67,346,105.38,6.91
134200,13.07,1.75,348,105.28,7.85
134300,13.09,1.74,346,104.25,6.98
134400,13.08,1.71,344,104.28,6.89
134500,13.07,1.75,346,103.77,6.93
134600,13.07,1.77,348,105.36,6.94
134700,13.11,1.75,346,103.3,6.97
134800,13.1,1.76,346,104.61,6.99
134900,13.1,1.73,346,104.08,6.94
135000,13.07,1.72,344,104.22,6.97
135100,13.08,1.66,336,106.99,6.91
135200,13.08,1.78,350,103.74,6.97
135300,13.1,1.65,342,105.9,6.9
135371,13.09,1.84,354,104.77,5.99
135400,13.08,1.8,350,109.7,6.95
135500,13.08,1.73,326,104.83,10.5
135600,13.08,1.75,346,104.65,6.89
135700,13.09,1.76,348,104.21,6.97
135800,13.09,1.77,348,102.77,6.91
135900,13.11,1.75,348,104.46,6.99
136000,13.08,1.76,346,104.36,6.9
136100,13.11,1.75,346,103.55,6.93
136200,13.1,1.74,348,104.88,6.9
136300,13.08,1.77,348,102.34,6.93
136400,13.07,1.79,350,109.05,6.98
136500,13.11,1.77,348,104.67,6.99
136600,13.19,0.1,0,50.03,0
136700,13.08,1.8,344,105.62,6.91
136800,13.09,1.82,350,107.48,6.92
136900,13.08,1.72,342,104.85,8.77
137000,13.07,1.7,340,103.81,6.94
137054,13.1,1.82,352,107.27,7.89
137100,13.09,1.78,346,103.55,6.97
137200,13.06,1.74,344,104.95,6.98
137300,13.07,1.72,346,104.24,7.86
137400,13.07,1.69,342,104.74,7.87
137500,13.08,1.71,344,103.58,7.81
137600,13.06,1.67,342,104.94,6.93
137700,13.07,1.74,340,104.99,6.95
137800,13.09,1.61,344,106.19,6.94
137900,13.07,1.71,344,104.59,7.83
138000,13.08,1.7,344,104.49,6.88
138100,13.05,1.73,348,106.11,8.73
138200,13.05,1.7,344,104.6,6.98
138300,13.09,1.73,346,104.3,7.87
138400,13.08,1.73,344,104.74,6.99
138500,13.07,1.72,346,104.11,6.94
138600,13.07,1.76,350,103.07,6.95
138700,13.06,1.72,344,102.98,6.95
138800,13.08,1.74,346,105.8,6.92
138900,13.05,1.73,346,104.45,6.94
139000,13.07,1.7,344,104.01,6.95
139100,13.05,1.7,342,104.85,7.84
139200,13.06,1.76,346,104.54,6.96
139300,13.08,1.65,342,105.65,7.84
139400,13.06,1.73,346,104.89,6.96
139500,13.03,1.63,346,105.72,6.92
139600,13.08,1.69,344,104.31,7.85
139700,13.08,1.69,342,105.59,7.75
139800,13.07,1.71,344,103,6.94
139900,13.09,1.72,348,105.17,6.9
140000,13.05,1.69,344,104.46,7.84
140100,13.06,1.7,342,104.33,6.91
140200,13.1,1.69,340,105.33,7.82
140300,13.08,1.67,342,103.54,6.93
140400,13.07,1.73,346,104.63,6.96
140500,13.06,1.71,344,103.38,6.92
140600,13.08,1.68,342,104.69,6.87
140700,13.07,1.71,344,103.91,6.99
140800,13.07,1.69,344,104.23,7.84
140900,13.08,1.61,332,107.16,7.77
141000,13.09,1.69,344,103.26,7.95
141100,13.14,0.1,0,50.4,0
141105,13.07,1.82,356,107.59,6.94
141200,13.17,0.12,0,51.58,0
141205,13.07,2.02,370,108.67,5.14
141300,13.07,1.89,360,107.04,5.98
141400,13.06,1.89,362,107.65,6.09
141500,13.06,1.9,362,108.24,6.06
141600,13.08,1.89,360,106.36,6.11
141700,13.07,1.89,360,106.92,6.1
141800,13.1,1.89,360,107.37,6.03
141900,13.09,1.9,360,106.96,6.06
142000,13.08,1.89,360,106.92,6
142100,13.08,1.89,360,107.1,6.05
142200,13.07,1.9,362,106.7,6.01
142300,13.1,1.89,360,106.91,6.01
142400,13.05,1.88,360,106.52,6.05
142500,13.09,1.9,360,106.78,6.03
142600,13.08,1.9,358,106.22,6.04
142700,13.09,1.9,360,106.18,6.06
142800,13.04,1.89,360,106.08,6.09
142900,13.08,1.89,360,106.61,6.03
143000,13.04,1.89,362,107.25,6.06
143100,13.07,1.89,360,107.38,6.02
143200,13.08,1.88,358,107.5,6.03
143300,13.07,1.88,360,106.92,6.09
143400,13.08,1.88,360,107.12,6.04
143500,13.08,1.88,360,106.39,6.01
143600,13.07,1.9,360,106.51,5.98
143700,13.09,1.89,360,105.77,6.05
143800,13.1,1.89,360,106.98,6.03
143900,13.08,1.89,360,106.43,6.09
144000,13.07,1.89,360,105.86,6.09
144100,13.1,1.88,360,105.78,6.1
144200,13.07,1.9,360,106.83,6.04
144300,13.1,1.88,360,106.01,6.04
144400,13.09,1.89,358,107.35,6.07
144500,13.06,1.88,360,105.82,6.07
144600,13.06,1.89,360,107.44,6.01
144700,13.07,1.89,360,106.21,6.03
144800,13.09,1.89,358,106.09,5.99
144900,13.06,1.91,360,107.37,6.06
145000,13.09,1.89,360,107.78,6.03
145100,13.11,1.91,360,107.22,6.1
145200,13.08,1.88,358,105.13,5.99
145300,13.08,1.91,358,106.64,5.99
145400,13.09,1.9,358,107.22,6
145500,13.05,1.88,360,103.95,6.01
145600,13.09,1.92,358,106.22,6.04
145700,13.1,1.89,360,106.04,6.07
145800,13.09,1.89,358,107.58,6.08
145900,13.08,1.89,360,106.04,6.02
146000,13.09,1.9,358,105.52,6.07
146100,13.09,1.9,358,105.02,6.05
146176,13.08,1.97,368,110.16,6.03
146200,13.08,1.95,362,106.47,6.08
146300,13.08,1.9,358,106.57,5.93
146400,13.1,1.91,360,107.05,6.01
146500,13.08,1.9,360,107.52,5.98
146600,13.1,1.9,358,106.33,6.05
146700,13.09,1.9,360,106.81,6.04
146800,13.11,1.9,358,104.27,6.05
146900,13.09,1.89,358,104.88,6.06
147000,13.07,1.9,358,106.7,6.03
147100,13.07,1.9,358,103.66,6.09
147200,13.09,1.91,358,107.22,6.09
147300,13.1,1.92,360,106.74,5.99
147400,13.09,1.92,360,107.44,5.98
147500,13.11,1.91,358,106.74,6.03
147600,13.12,1.91,360,107.28,6.66
147700,13.09,1.92,360,107.76,6.07
147800,13.09,1.91,358,106.22,6.08
147900,13.09,1.91,358,106.69,6.05
148000,13.13,1.91,358,106.16,6.03
148100,13.09,1.9,358,104.78,6.03
148200,13.08,1.9,360,107.18,6.05
148300,13.11,1.88,358,102.98,5.96
148400,13.09,1.9,358,106,6.01
148500,13.07,1.88,358,103.29,6.03
148600,13.1,1.89,358,102.71,6.68
148700,13.09,1.89,358,103.4,6.02
148800,13.08,1.89,356,103.13,6.02
148900,13.11,1.88,358,104.49,6.73
149000,13.04,1.89,358,102.28,6.05
149100,13.08,1.89,358,102.44,6.71
149200,13.09,1.9,358,104.41,6.04
149300,13.09,1.9,358,103.02,6.03
149400,13.09,1.9,358,104.61,6.04
149500,13.08,1.9,360,104.82,6.08
149600,13.08,1.9,358,102.75,6.02
149700,13.07,1.9,358,104.18,6.06
149800,13.09,1.9,358,105.61,5.82
149900,13.09,1.9,360,106.4,6.03
150000,13.08,1.89,358,103.46,6.03
150100,13.07,1.88,358,104.21,6.05
150200,13.08,1.89,358,103.4,6.04
150300,13.08,1.89,358,102.59,6.01
150400,13.07,1.88,358,103.51,5.84
150500,13.07,1.89,356,103.89,6.04
150600,13.07,1.89,358,105.04,6.08
150700,13.06,1.89,358,105.21,6.07
150800,13.05,1.9,360,104.9,6
150900,13.04,1.89,358,103.01,6.69
151000,13.05,1.88,356,105.94,6.69
151100,13.07,1.89,358,103.7,5.99
151200,13.08,1.89,356,104.67,6.04
151300,13.07,1.88,356,106.63,6.01
151400,13.08,1.9,358,103.84,6.03
151500,13.08,1.9,356,103.94,6.02
151600,13.06,1.89,356,103.95,6.03
151700,13.08,1.88,356,106.77,6.72
151800,13.06,1.89,356,105.02,6.04
151900,13.08,1.88,356,106.45,6.05
152000,13.09,1.88,356,106.66,6.04
152100,13.05,1.88,356,106.28,6.07
152200,13.07,1.89,356,106.52,6.08
152300,13.1,1.89,356,104.91,6.02
152400,13.07,1.88,356,106.23,6.06
152500,13.07,1.89,358,102.74,6.01
152600,13.06,1.89,356,103.84,6
152700,13.09,1.89,358,105.92,6.01
152800,13.08,1.89,356,105.13,6.06
152900,13.07,1.87,358,106.49,5.99
153000,13.07,1.88,358,106.49,5.97
153100,13.1,1.88,358,105.86,6
153200,13.1,1.89,358,105.28,6.72
153300,13.05,1.88,356,106.06,6
153400,13.05,1.88,356,104.66,5.99
153500,13.09,1.87,356,106.62,6.06
153600,13.06,1.87,358,106.18,6.72
153700,13.08,1.86,356,106.54,6.07
153800,13.05,1.86,356,107.4,6.03
153900,13.05,1.87,356,106.52,6.04
154000,13.09,1.85,356,107.05,6.09
154100,13.05,1.87,356,107.95,6.02
154200,13.07,1.87,356,105.53,6.88
154300,13.04,1.87,358,103.77,6.87
154400,13.03,1.87,356,103.55,6.02
154500,13.06,1.86,356,103.75,5.99
154501,13.04,1.93,366,109.82,6.06
154600,13.06,1.86,358,104.71,5.99
154700,13.03,1.86,358,103.46,6.04
154800,13.04,1.86,358,103.27,6.04
154900,13.06,1.88,358,102.92,6.02
155000,13.05,1.87,358,101.87,6.73
155100,13.08,1.88,358,103.69,6.06
155200,13.08,1.89,358,104.52,6.12
155300,13.08,1.88,358,103.54,6.04
155400,13.07,1.89,358,102.36,6.08
155500,13.08,1.9,358,103.78,6.01
155600,13.07,1.89,358,103.45,6.09
155700,13.07,1.89,358,104.17,6.02
155800,13.1,1.89,358,102.13,6.01
155900,13.07,1.88,358,103.76,6.07
156000,13.06,1.89,358,104,6.07
156100,13.09,1.88,356,105.24,6.16
156200,13.07,1.9,358,104.17,6.06
156300,13.09,1.9,356,104.38,6.04
156400,13.06,1.89,356,105.69,6.02
156500,13.08,1.89,358,104.45,6.02
156600,13.08,1.88,358,103.5,6.1
156700,13.07,1.89,356,102.61,6.07
156800,13.11,1.9,356,102.94,6.03
156900,13.06,1.87,356,104.89,6.04
157000,13.06,1.88,356,106.51,6.06
157100,13.08,1.89,358,102.44,6.69
157200,13.11,1.88,356,104.21,6.03
157300,13.07,1.89,358,103.63,6.06
157400,13.08,1.88,356,104.03,6.06
157500,13.09,1.88,356,103.6,6.04
157600,13.05,1.89,356,102.28,6.03
157700,13.08,1.91,358,105.99,6.05
157800,13.08,1.89,358,102.4,6.07
157900,13.07,1.9,358,103.93,6.01
158000,13.09,1.89,358,103.29,6.1
158100,13.07,1.92,358,107.53,6.06
158200,13.09,1.89,358,102.52,6.94
158300,13.09,1.89,358,102.98,6.06
158400,13.09,1.9,356,101.88,6.02
158500,13.07,1.91,360,103.47,6.03
158600,13.07,1.9,358,103.27,6
158700,13.04,1.9,358,103.06,6.06
158800,13.11,1.9,358,104.09,6.1
158900,13.08,1.92,360,106.64,6.03
159000,13.07,1.91,358,105.76,6.03
159100,13.1,1.89,358,104.53,6.74
159200,13.09,1.9,358,104.55,6.06
159300,13.08,1.88,358,103.79,6.02
159400,13.09,1.91,358,103.69,6.76
159500,13.08,1.89,358,103.04,6.01
159600,13.07,1.9,358,103.2,6.03
159700,13.07,1.9,356,102.13,6.03
159800,13.12,1.9,358,103.73,6.07
159900,13.09,1.91,356,102.46,6.04
160000,13.08,1.88,356,105.17,6.01
160050,13.06,1.93,362,106.29,6.05
160100,13.06,1.89,358,103.47,6
160200,13.08,1.9,358,103.63,6.01
160300,13.08,1.9,356,102.99,6.09
160400,13.04,1.88,358,102.67,6.02
160500,13.06,1.9,358,103.93,6.01
160600,13.07,1.89,358,103.48,6.08
160700,13.1,1.89,356,103.58,6.05
160800,13.08,1.91,358,104.32,6.03
160900,13.08,1.89,358,103.33,6.07
161000,13.08,1.91,358,104.94,6.03
161100,13.09,1.9,358,102.99,6.02
161200,13.11,1.89,358,103.5,6.72
161300,13.1,1.9,358,102.78,6.07
161400,13.11,1.9,356,103.67,6.11
161500,13.05,1.89,356,104.61,6.02
161600,13.09,1.9,358,103.88,6.03
161700,13.11,1.93,358,105.41,6.04
161800,13.1,1.92,358,105.8,6
161900,13.1,1.91,358,103.99,6.06
162000,13.1,1.91,358,103.02,6.01
162100,13.08,1.91,358,104.07,6.02
162200,13.09,1.9,358,102.79,6.05
162300,13.1,1.9,356,104.02,6.07
162400,13.09,1.91,358,102.09,6.01
162500,13.11,1.9,358,102.79,6.02
162600,13.1,1.91,358,104.53,6.1
162700,13.09,1.92,356,103.25,6.06
162800,13.11,1.92,358,103.49,6.08
162900,13.09,1.92,358,104.12,6.67
163000,13.1,1.93,358,104.35,6.72
163100,13.1,1.91,358,103.35,6.05
163200,13.12,1.92,358,103.47,6.04
163300,13.1,1.92,358,104.63,6.05
163400,13.09,1.92,356,104.04,5.99
163500,13.1,1.93,356,103.23,6.04
163600,13.1,1.92,358,103.83,6.04
163700,13.09,1.91,356,102.28,6.05
163800,13.08,1.92,358,103.76,6.7
163900,13.09,1.92,358,104.56,6.07
164000,13.11,1.92,356,103.23,6.04
164100,13.1,1.93,358,105.65,5.85
164200,13.1,1.93,358,106.5,6.05
164300,13.1,1.94,358,105.52,6.08
164400,13.1,1.92,358,103.8,6
164500,13.12,1.92,358,103.24,6.05
164600,13.11,1.92,356,103.22,6.75
164700,13.13,1.91,356,102.52,6.07
164800,13.11,1.91,356,103.53,6.07
164900,13.13,1.92,358,104.15,6.04
165000,13.09,1.93,358,106.03,6.1
165100,13.11,1.91,358,103.16,6.08
165200,13.11,1.92,358,105.27,6.04
165300,13.11,1.92,356,103.46,6.95
165400,13.1,1.93,358,103.87,6.05
165500,13.12,1.93,358,103.63,6.01
165600,13.12,1.94,358,106.41,6.04
165700,13.07,1.93,358,105.67,6.03
165800,13.1,1.93,358,104.29,6.04
165900,13.1,1.94,358,105.76,6.05
166000,13.1,1.93,356,104.19,6.05
166100,13.13,1.94,358,104.3,6
166200,13.11,1.94,358,105.63,6.05
166300,13.1,1.93,358,104.17,6.03
166400,13.11,1.94,358,104.92,6.02
166500,13.1,1.95,358,107.08,6.04
166600,13.1,1.94,358,105.77,6.04
166700,13.12,1.95,358,106.73,6.06
166800,13.14,1.95,356,107.15,5.99
166900,13.11,1.95,358,107.11,6.13
167000,13.11,1.95,358,105.3,6.05
167100,13.14,1.95,358,105.39,6.09
167200,13.11,1.95,358,107.03,6.09
167300,13.13,1.95,358,106.99,6.09
167400,13.13,1.95,358,106.32,6.02
167500,13.11,1.95,358,106.67,6.04
167600,13.11,1.94,358,105.41,6.09
167700,13.14,1.95,358,105.76,6.02
167800,13.09,1.94,358,105.41,6.07
167900,13.13,1.95,358,106.89,6.09
168000,13.11,1.95,358,107.04,6.02
168100,13.11,1.96,358,107.56,6.02
168200,13.11,1.96,358,107.87,6.06
168300,13.12,1.96,358,108.26,6.94
168400,13.15,1.96,358,107.04,6.09
168500,13.12,1.95,358,106.36,6.08
168600,13.13,1.95,356,105.04,6.12
168700,13.13,1.95,358,107.38,6.02
168800,13.14,1.95,358,106.11,6.06
168900,13.12,1.95,358,107.48,6.06
169000,13.12,1.96,358,105.78,6.08
169100,13.1,1.95,358,106.4,6.07
169200,13.13,1.97,358,107.08,6
169300,13.11,1.96,360,108.92,6.06
169400,13.12,1.96,358,106.23,6.05
169500,13.1,1.96,360,107.04,6.05
169600,13.11,1.95,360,106.48,6.04
169700,13.13,1.95,358,107.54,6.09
169800,13.12,1.97,358,107.26,6.06
169900,13.12,1.95,360,107.42,6.06
170000,13.12,1.97,358,106.41,6.06
170100,13.11,1.96,358,107.15,6.08
170200,13.13,1.96,358,106.27,6.05
170300,13.13,1.96,358,106.59,6.11
170400,13.14,1.96,360,107.28,6.05
170500,13.1,1.97,358,107.09,6.12
170600,13.08,1.95,358,107.88,6.09
170700,13.12,1.96,360,107.38,6.02
170800,13.09,1.96,358,106.45,6.07
170900,13.12,1.96,360,107.45,6.8
171000,13.13,1.95,358,107.46,6.03
171100,13.12,1.95,358,107.48,6.07
171200,13.11,1.95,358,107.01,6.05
171300,13.14,1.95,356,107.04,6.05
171400,13.13,1.96,360,107.53,6.12
171500,13.11,1.95,360,107.64,6.01
171600,13.12,1.95,358,107.15,6.08
171700,13.13,1.94,358,105.79,6.72
171800,13.1,1.96,360,107.03,6.16
171900,13.13,1.95,358,107.78,6.12
172000,13.11,1.95,360,107.63,6.02
172100,13.1,1.97,358,107,6.08
172200,13.1,1.96,360,106.87,6.07
172300,13.09,1.93,358,106.94,6.11
172400,13.09,1.95,358,106.7,6.15
172500,13.09,1.94,358,107.58,6.69
172600,13.08,1.94,358,107.35,6
172700,13.1,1.94,358,107.24,6.03
172800,13.09,1.92,358,107.23,6.06
172900,13.1,1.92,358,107.32,6.09
173000,13.08,1.92,358,106.57,6.09
173100,13.11,1.92,358,106.94,6.06
173200,13.08,1.92,360,106.83,6.73
173300,13.11,1.92,360,107.19,6.06
173340,13.07,1.98,364,108.25,6.03
173400,13.09,1.93,360,106.83,6.07
173500,13.08,1.92,358,107.72,6.07
173600,13.04,1.92,360,105.79,6.06
173700,13.09,1.93,358,107,6.67
173800,13.09,1.92,358,107.43,5.99
173900,13.07,1.91,358,107.57,6.02
174000,13.08,1.92,358,105.79,6.08
174008,13.1,2.07,368,106.78,5.25
174100,13.09,1.95,360,105.77,6.07
174200,13.07,1.91,358,107.16,6.06
174300,13.09,1.89,358,107.47,6.99
174400,13.08,1.91,358,106.85,6.95
174500,13.09,1.91,358,106.76,6.02
174600,13.06,1.91,358,106.13,6.06
174700,13.09,1.92,360,107.31,6.08
174800,13.07,1.91,358,106.81,6.11
174900,13.07,1.92,358,106.99,6.04
175000,13.09,1.91,360,106.89,6.05
175100,13.08,1.92,360,108.36,6.08
175101,13.07,2.05,364,108.39,5.14
175200,13.08,1.94,360,107.08,6.07
175300,13.07,1.92,358,107.3,6.05
175400,13.09,1.9,358,106.26,6.97
175500,13.08,1.92,358,106.79,6.91
175600,13.1,1.93,360,106.91,6.98
175700,13.09,1.91,358,107.44,6.06
175800,13.08,1.93,360,107.02,6.01
175900,13.07,1.92,358,106.67,6.01
176000,13.08,1.93,360,106.96,6.06
176100,13.07,1.91,358,106.07,6.99
176200,13.07,1.91,358,106.38,6
176300,13.07,1.93,360,107.63,6.01
176400,13.06,1.92,358,106.57,6.08
176500,13.08,1.93,360,105.46,6.1
176600,13.06,1.93,358,106.4,6.7
176700,13.06,1.91,360,106.2,6.04
176800,13.07,1.91,358,106.75,6
176900,13.07,1.9,356,102.62,6.02
177000,13.09,1.91,358,106.47,6.07
177100,13.08,1.92,360,106.73,6.92
177200,13.08,1.91,358,106.3,6.05
177300,13.08,1.9,360,106.89,6.07
177400,13.07,1.94,362,108.49,5.75
177500,13.06,1.91,360,106.81,6.97
177600,13.08,1.91,358,105.82,6.72
177700,13.08,1.91,358,106.21,6.7
177800,13.1,1.91,358,106.44,6.06
177900,13.06,1.9,356,105.93,6.12
178000,13.07,1.9,358,105.24,6.9
178100,13.1,1.9,358,105.09,6.97
178200,13.08,1.91,358,105.76,6.08
178300,13.07,1.9,356,103.98,6.65
178400,13.1,1.89,358,104.24,6.04
178500,13.07,1.9,358,104.75,5.98
178600,13.06,1.89,358,102.25,6.92
178700,13.06,1.9,358,103.45,6.03
178800,13.04,1.91,358,104.94,5.99
178900,13.06,1.9,358,104.21,6.03
178901,13.08,2.02,366,108.33,5.72
179000,13.06,1.92,360,107.49,6.1
179100,13.07,1.93,360,106.8,6.71
179200,13.07,1.91,358,105.43,6.67
179300,13.07,1.91,360,106.37,6.77
179400,13.08,1.9,358,105.98,6.68
179500,13.07,1.91,360,105.93,6.05
179600,13.06,1.91,358,105.5,6.01
179700,13.07,1.89,356,103.46,6.04
179800,13.04,1.91,356,103.02,6.06
179900,13.05,1.9,356,104.13,6.02
180000,13.08,1.91,358,106.54,6.7
180100,13.09,1.91,358,106.2,6.06
180200,13.07,1.91,360,106.84,6.07
180300,13.08,1.92,358,105.29,6.02
180400,13.08,1.92,358,105.71,6.11
180500,13.07,1.93,358,106.32,6.03
180600,13.07,1.93,358,106.76,6.03
180700,13.08,1.93,358,107.02,6.65
180800,13.08,1.94,358,106.46,6
180900,13.07,1.93,358,107.73,6.04
181000,13.09,1.92,360,106.13,6.74
181100,13.06,1.93,360,106.29,6.07
181200,13.09,1.92,358,106.84,6.04
181300,13.08,1.94,360,106.69,6.08
181400,13.07,1.92,360,106.36,5.98
181500,13.1,1.94,360,106.36,6.72
181600,13.09,1.93,360,106.8,6.64
181700,13.07,1.92,358,106.56,6.02
181800,13.08,1.93,360,107.27,6.95
181900,13.07,1.92,358,106.73,6.13
182000,13.1,1.92,358,104.87,6.13
182100,13.09,1.92,358,105.75,6.06
182200,13.08,1.92,358,104.07,6.69
182300,13.09,1.93,358,105.55,6.74
182400,13.1,1.93,358,106.12,6.7
182500,13.1,1.94,358,106.54,6.72
182600,13.12,1.94,358,105.56,6.12
182700,13.09,1.94,358,105.26,6.7
182800,13.08,1.94,358,105.39,6.9
182900,13.09,1.94,358,105.57,6.06
183000,13.1,1.94,358,104.82,6.66
183100,13.09,1.95,360,106.08,6.79
183200,13.11,1.96,358,105.83,6.67
183300,13.09,1.96,358,107.22,6.02
183400,13.07,1.95,358,106.18,6.73
183500,13.06,1.95,358,106.46,6.96
183600,13.09,1.97,358,106.6,6.04
183700,13.1,1.97,358,107.13,6.07
183800,13.13,1.96,358,107.09,6.71
183900,13.12,1.96,358,106.5,6.05
184000,13.11,1.95,360,105.98,6.11
184100,13.08,1.97,358,106.19,6.12
184200,13.09,1.96,358,106.86,6.73
184300,13.11,1.97,360,106.25,6.02
184400,13.09,1.97,358,106.77,6.03
184500,13.08,1.97,360,106.45,5.99
184600,13.07,1.96,360,106.74,6.1
184700,13.08,1.95,358,107.15,6.13
184800,13.07,1.95,360,106.36,6.94
184900,13.1,1.96,358,106.65,6.92
185000,13.12,1.96,360,106.79,6.71
185100,13.1,1.96,360,106.07,6.11
185200,13.09,1.96,360,106.74,6.07
185300,13.1,1.97,360,106.38,6.75
185400,13.11,1.97,358,107.52,6.02
185500,13.09,1.96,360,106.55,6.16
185600,13.11,1.97,360,106.35,6.14
185700,13.08,1.96,360,107.1,6.07
185800,13.1,1.97,360,108.22,6.03
185900,13.11,1.98,360,106.77,6.05
186000,13.09,1.97,360,105.83,6.07
186100,13.11,1.97,358,107.06,6.11
186200,13.12,1.97,358,106.37,6.02
186300,13.08,1.97,358,107.14,6.04
186400,13.11,1.97,358,107.31,6.07
186500,13.1,1.98,360,107.41,6.04
186600,13.09,1.98,360,106.29,6.76
186700,13.12,1.98,360,106.56,6.03
186800,13.11,1.97,360,106.01,6.06
186900,13.12,1.98,360,106.9,6.1
187000,13.1,1.97,360,106.65,6.07
187100,13.1,1.98,360,106.61,6.04
187200,13.11,1.96,358,106.01,6.06
187300,13.1,1.97,358,106.02,6.07
187400,13.09,1.96,358,106.17,6.03
187500,13.11,1.97,360,107.29,6.02
187600,13.11,1.97,358,106.95,6.08
187700,13.11,1.96,358,106.06,6.74
187800,13.11,1.97,358,105.82,6.06
187900,13.08,1.96,358,107.11,6.94
188000,13.09,1.97,358,106.89,6.1
188100,13.09,1.97,360,107.82,6.94
188200,13.1,1.97,358,106.38,6.1
188300,13.1,1.96,358,105.51,6.08
188400,13.11,1.97,358,107.28,6.92
188500,13.11,1.97,358,106.48,6.06
188600,13.11,1.98,358,106.79,6.04
188700,13.13,1.97,358,106.8,6.12
188800,13.09,1.97,360,106.47,6.11
188900,13.1,1.97,358,106.35,6.73
189000,13.11,1.99,360,106.72,6.02
189100,13.09,1.96,358,106.31,6.68
189200,13.08,1.98,360,106.5,6.95
189300,13.1,1.97,358,106.77,6.72
189400,13.1,1.96,360,106.51,6
189500,13.08,1.96,356,106.46,6.08
189600,13.1,1.96,358,105.56,6.06
189700,13.12,1.98,358,106.23,6.7
189800,13.09,1.97,358,105.03,6.09
189900,13.12,1.96,358,103.65,6.04
190000,13.1,1.96,358,106.23,6.73
190100,13.12,1.96,358,106.17,6.07
190200,13.1,1.96,358,104.9,7.03
190300,13.12,1.98,358,106.38,6.96
190400,13.12,1.98,358,106.54,6.08
190500,13.12,1.98,360,105.79,6.95
190600,13.13,1.96,358,105.29,6.02
190700,13.13,1.98,358,107.26,6.06
190800,13.09,1.97,358,106.73,6.68
190900,13.12,1.99,358,106.72,6.02
191000,13.13,1.97,358,106.09,6.05
191100,13.11,1.97,358,106.19,6.06
191200,13.14,1.97,358,106.34,6.98
191300,13.1,1.97,358,107.64,6.04
191400,13.13,1.97,356,105.85,6.77
191500,13.12,1.97,360,105.92,6.71
191600,13.1,1.97,358,106.05,6.04
191700,13.08,1.97,358,106.45,6.05
191800,13.12,1.97,358,106.33,6.03
191900,13.1,1.98,358,107.45,6.08
192000,13.11,1.98,358,106.99,6
192100,13.11,1.98,360,106.29,6.01
192200,13.13,1.98,358,106.11,6.05
192300,13.15,1.98,358,106.84,6.01
192400,13.15,1.97,358,106.92,6.74
192500,13.1,1.96,358,107.49,6.07
192600,13.14,1.98,358,106.6,6.08
192700,13.1,1.98,358,106.98,6.66
192800,13.1,1.97,358,107.03,6.7
192900,13.1,1.96,358,106.47,6.06
193000,13.09,1.98,358,105.85,6.04
193100,13.11,1.96,358,105.41,6.09
193200,13.11,1.97,358,104.75,6.09
193300,13.1,1.98,356,107.07,6
193400,13.14,1.97,358,106.1,6.02
193500,13.11,1.96,356,106.4,6.04
193600,13.08,1.95,356,105.7,6.75
193700,13.14,1.96,356,106.19,6.09
193800,13.11,1.95,356,103.66,6.02
193900,13.12,1.97,358,107.11,6.08
194000,13.12,1.95,356,105.21,6.7
194100,13.13,1.96,356,103.95,6.11
194200,13.12,1.97,358,105.83,6.09
194300,13.12,1.97,358,106.46,6.03
