@relation Training

@attribute COUNT numeric
@attribute "POWER SUPPLY VOLTAGE" numeric
@attribute CURRENT numeric
@attribute FREQUENCY numeric
@attribute "NOISE LEVEL" numeric
@attribute "OPERATING VOLTAGE RANGE" numeric


@data
168700 , 13.15 , 1.55 , 350 , 105.54 , 8.02 
168800 , 13.15 , 1.54 , 340 , 105.45 , 7.72 
168900 , 13.17 , 1.56 , 338 , 106.4 , 8.14 
169000 , 13.16 , 1.54 , 336 , 106.27 , 7.7 
169100 , 13.15 , 1.54 , 342 , 106.08 , 8.15 
169200 , 13.15 , 1.54 , 350 , 105.81 , 7.89 
169300 , 13.15 , 1.55 , 344 , 106.09 , 7.41 
169400 , 13.14 , 1.56 , 332 , 106.67 , 7.58 
169500 , 13.14 , 1.56 , 336 , 105.38 , 8.32 
169600 , 13.15 , 1.55 , 344 , 104.94 , 7.48 
169700 , 13.17 , 1.55 , 350 , 105.76 , 7.77 
169800 , 13.17 , 1.55 , 352 , 105.27 , 8.12 
169895 , 13.15 , 1.59 , 360 , 106.67 , 7.97 
169900 , 13.15 , 1.65 , 362 , 107.3 , 7.55 
170000 , 13.18 , 1.56 , 346 , 106.29 , 8.1 
170100 , 13.15 , 1.56 , 360 , 105.22 , 7.64 
170200 , 13.16 , 1.56 , 342 , 105.69 , 7.92 
170300 , 13.12 , 1.57 , 348 , 105.86 , 8 
170400 , 13.17 , 1.56 , 342 , 106.2 , 8.44 
170500 , 13.13 , 1.63 , 336 , 106.56 , 7.68 
170600 , 13.14 , 1.57 , 344 , 106.36 , 8.47 
170700 , 13.12 , 1.57 , 352 , 106.24 , 8.17 
170800 , 13.15 , 1.54 , 344 , 105.89 , 8.15 
170900 , 13.15 , 1.55 , 338 , 106.52 , 7.92 
171000 , 13.17 , 1.55 , 342 , 104.73 , 7.75 
171100 , 13.17 , 1.55 , 350 , 106.59 , 8.17 
171200 , 13.16 , 1.54 , 340 , 106.15 , 7.79 
171300 , 13.12 , 1.54 , 342 , 105.62 , 7.96 
171400 , 13.15 , 1.57 , 336 , 105.45 , 7.72 
171500 , 13.17 , 1.57 , 354 , 105.73 , 7.88 
171600 , 13.18 , 1.55 , 346 , 105.87 , 8.12 
171700 , 13.16 , 1.54 , 338 , 105.24 , 8.17 
171800 , 13.2 , 1.53 , 346 , 105.22 , 7.82 
171900 , 13.15 , 1.53 , 340 , 106.16 , 8 
172000 , 13.19 , 1.54 , 336 , 106.95 , 8.14 
172100 , 13.16 , 1.53 , 346 , 106.59 , 7.86 
172200 , 13.18 , 1.54 , 338 , 106.11 , 7.75 
172300 , 13.19 , 1.57 , 338 , 105.78 , 7.97 
172400 , 13.19 , 1.56 , 332 , 105.85 , 8.08 
172500 , 13.18 , 1.55 , 334 , 105.85 , 8.5 
172600 , 13.17 , 1.57 , 344 , 105.9 , 8.28 
172700 , 13.18 , 1.57 , 338 , 106.6 , 8.16 
172800 , 13.2 , 1.55 , 344 , 106.4 , 8.34 
172900 , 13.16 , 1.54 , 352 , 105.52 , 8.25 
173000 , 13.18 , 1.53 , 348 , 106.07 , 8.06 
173100 , 13.16 , 1.56 , 336 , 105.88 , 8.75 
173200 , 13.16 , 1.55 , 336 , 104.81 , 8.24 
173300 , 13.17 , 1.53 , 352 , 105.88 , 7.99 
173400 , 13.18 , 1.53 , 344 , 105.48 , 8.51 
173500 , 13.18 , 1.53 , 348 , 106.55 , 8.03 
173600 , 13.15 , 1.55 , 338 , 105.94 , 8.55 
173700 , 13.15 , 1.53 , 348 , 105.86 , 8.04 
173800 , 13.17 , 1.55 , 346 , 106.45 , 8.45 
173900 , 13.15 , 1.53 , 346 , 106.47 , 8.4 
174000 , 13.17 , 1.54 , 340 , 105.14 , 8.44 
174100 , 13.18 , 1.55 , 350 , 106.59 , 8.9 
174200 , 13.14 , 1.54 , 344 , 106.07 , 8.74 
174300 , 13.19 , 1.56 , 352 , 106.01 , 8.45 
174400 , 13.16 , 1.56 , 342 , 105.63 , 8.15 
174500 , 13.16 , 1.55 , 346 , 106.19 , 8.82 
174600 , 13.16 , 1.53 , 352 , 105.71 , 7.7 
174700 , 13.16 , 1.54 , 346 , 106.4 , 8.86 
174800 , 13.17 , 1.55 , 360 , 106.19 , 8.85 
174900 , 13.14 , 1.55 , 342 , 106.1 , 7.83 
175000 , 13.19 , 1.55 , 342 , 105.78 , 8.23 
175100 , 13.17 , 1.56 , 342 , 106.8 , 8.54 
175200 , 13.17 , 1.54 , 342 , 106.22 , 8 
175259 , 13.15 , 1.64 , 346 , 106.47 , 3.3 
175300 , 13.14 , 1.59 , 342 , 105.25 , 8.25 
175400 , 13.14 , 1.56 , 336 , 106.06 , 8.28 
175500 , 13.17 , 1.55 , 334 , 105.57 , 7.95 
175600 , 13.18 , 1.53 , 338 , 106.36 , 7.89 
175700 , 13.18 , 1.55 , 344 , 105.89 , 7.84 
175800 , 13.14 , 1.55 , 334 , 105.46 , 8.42 
175900 , 13.18 , 1.56 , 340 , 105.97 , 8.13 
176000 , 13.16 , 1.55 , 338 , 105.13 , 8.42 
176100 , 13.18 , 1.52 , 344 , 106.69 , 8.34 
176200 , 13.17 , 1.54 , 334 , 106.42 , 8.01 
176300 , 13.17 , 1.54 , 346 , 105.52 , 8.04 
176400 , 13.19 , 1.54 , 334 , 105.13 , 8.6 
176500 , 13.2 , 1.54 , 332 , 106.03 , 8.57 
176600 , 13.15 , 1.53 , 348 , 105.78 , 8.29 
176700 , 13.16 , 1.53 , 338 , 106.07 , 7.83 
176800 , 13.13 , 1.52 , 328 , 106.23 , 7.67 
176900 , 13.14 , 1.53 , 340 , 105.86 , 8 
177000 , 13.14 , 1.53 , 342 , 106.14 , 7.8 
177100 , 13.15 , 1.52 , 350 , 106.05 , 7.86 
177200 , 13.16 , 1.53 , 336 , 105.3 , 7.96 
177300 , 13.16 , 1.51 , 342 , 105.15 , 8.49 
177400 , 13.17 , 1.53 , 330 , 105.93 , 8.44 
177500 , 13.16 , 1.52 , 348 , 105.23 , 8.01 
177600 , 13.18 , 1.55 , 342 , 106.11 , 8.43 
177700 , 13.16 , 1.52 , 344 , 105.5 , 8.43 
177701 , 13.18 , 1.65 , 348 , 105.87 , 7.8 
177800 , 13.15 , 1.54 , 336 , 105.22 , 7.93 
177900 , 13.19 , 1.52 , 336 , 106.31 , 7.72 
178000 , 13.17 , 1.53 , 338 , 105.97 , 8.17 
178100 , 13.18 , 1.53 , 336 , 105.86 , 7.88 
178200 , 13.15 , 1.53 , 344 , 105.26 , 7.72 
178300 , 13.18 , 1.54 , 344 , 106 , 8.32 
178400 , 13.18 , 1.54 , 342 , 105.23 , 8.5 
178500 , 13.18 , 1.53 , 332 , 106.85 , 8.49 
178546 , 13.15 , 1.63 , 340 , 106.43 , 8.01 
178547 , 13.17 , 1.67 , 356 , 105.52 , 7.66 
178548 , 13.18 , 1.69 , 340 , 106.53 , 7.3 
178549 , 13.18 , 1.69 , 354 , 105.12 , 7.35 
178550 , 13.16 , 1.7 , 346 , 106.61 , 7.64 
178552 , 13.18 , 1.69 , 350 , 105.45 , 7.06 
178553 , 13.16 , 1.69 , 350 , 98.23 , 6.85 
178554 , 13.17 , 1.7 , 352 , 104.98 , 7.31 
178555 , 13.17 , 1.71 , 352 , 104.5 , 7.55 
178600 , 13.19 , 1.66 , 350 , 106.45 , 8.5 
178700 , 13.18 , 1.54 , 336 , 104.4 , 7.85 
178800 , 13.17 , 1.54 , 338 , 104.93 , 7.74 
178900 , 13.18 , 1.54 , 338 , 105.68 , 7.71 
179000 , 13.15 , 1.53 , 350 , 105.11 , 7.85 
179100 , 13.17 , 1.53 , 342 , 105.03 , 8.13 
179200 , 13.17 , 1.57 , 342 , 106.3 , 8.32 
179300 , 13.17 , 1.54 , 336 , 105.26 , 8.52 
179400 , 13.17 , 1.54 , 338 , 105.29 , 7.78 
179500 , 13.16 , 1.54 , 338 , 105.5 , 8.04 
179600 , 13.15 , 1.54 , 338 , 104.63 , 8.31 
179700 , 13.16 , 1.53 , 338 , 105.36 , 7.87 
179800 , 13.16 , 1.55 , 350 , 105.53 , 7.93 
179900 , 13.15 , 1.54 , 338 , 104.9 , 7.72 
180000 , 13.17 , 1.56 , 344 , 105.85 , 8.24 
180027 , 13.17 , 1.71 , 348 , 106.5 , 7.18 
180100 , 13.16 , 1.6 , 340 , 105.38 , 7.59 
180200 , 13.17 , 1.55 , 340 , 105.28 , 8.24 
180300 , 13.2 , 1.53 , 336 , 103.81 , 8.03 
180400 , 13.19 , 1.55 , 344 , 106.09 , 8.03 
180500 , 13.17 , 1.56 , 340 , 107.01 , 8.41 
180600 , 13.19 , 1.55 , 342 , 105.31 , 7.97 
180700 , 13.18 , 1.58 , 330 , 106.51 , 7.77 
180754 , 13.16 , 1.71 , 352 , 107.16 , 6.94 
180800 , 13.19 , 1.63 , 340 , 106.21 , 7.67 
180900 , 13.18 , 1.59 , 334 , 106.95 , 7.7 
181000 , 13.17 , 1.58 , 338 , 106.88 , 8.11 
181100 , 13.16 , 1.57 , 344 , 105.68 , 7.76 
181200 , 13.15 , 1.54 , 350 , 106.35 , 7.67 
181300 , 13.18 , 1.56 , 336 , 106.29 , 8.15 
181400 , 13.18 , 1.54 , 338 , 105.43 , 8.36 
181500 , 13.16 , 1.55 , 348 , 106 , 7.59 
181600 , 13.16 , 1.54 , 346 , 105.12 , 7.88 
181700 , 13.18 , 1.54 , 336 , 105.67 , 8.39 
181800 , 13.18 , 1.56 , 336 , 105.86 , 8.36 
181900 , 13.18 , 1.55 , 360 , 104.99 , 7.68 
182000 , 13.18 , 1.54 , 344 , 105.71 , 7.8 
182100 , 13.18 , 1.54 , 340 , 105.98 , 7.99 
182200 , 13.2 , 1.54 , 332 , 105.41 , 8.15 
182300 , 13.18 , 1.56 , 338 , 105.94 , 7.61 
182400 , 13.19 , 1.55 , 344 , 106.03 , 7.61 
182500 , 13.17 , 1.56 , 332 , 105.54 , 8.29 
182600 , 13.17 , 1.54 , 332 , 105.36 , 7.8 
182700 , 13.18 , 1.55 , 338 , 104.3 , 7.63 
182762 , 13.14 , 1.7 , 342 , 106.93 , 7.56 
182800 , 13.19 , 1.63 , 348 , 106.93 , 8.18 
182900 , 13.18 , 1.63 , 336 , 106.79 , 7.87 
183000 , 13.18 , 1.56 , 340 , 105.7 , 8.21 
183100 , 13.21 , 1.54 , 334 , 105.44 , 7.64 
183200 , 13.18 , 1.55 , 352 , 105.44 , 7.48 
183201 , 13.16 , 1.68 , 342 , 106.6 , 7.67 
183300 , 13.19 , 1.57 , 344 , 106.17 , 8.3 
183400 , 13.17 , 1.54 , 346 , 105.39 , 8.03 
183500 , 13.18 , 1.55 , 334 , 105.62 , 7.91 
183600 , 13.17 , 1.55 , 350 , 104.65 , 7.47 
183700 , 13.16 , 1.54 , 340 , 104.39 , 8.29 
183800 , 13.17 , 1.53 , 360 , 105.59 , 8.04 
183900 , 13.18 , 1.55 , 344 , 105.61 , 7.54 
183901 , 13.17 , 1.68 , 352 , 105.95 , 7.65 
184000 , 13.19 , 1.61 , 382 , 106.11 , 7.56 
184100 , 13.19 , 1.55 , 368 , 104.65 , 7.91 
184200 , 13.21 , 1.53 , 386 , 104.95 , 7.78 
184300 , 13.22 , 1.55 , 348 , 105.3 , 7.75 
184400 , 13.18 , 1.55 , 372 , 104.9 , 7.54 
184500 , 13.18 , 1.55 , 356 , 105.57 , 7.75 
184520 , 13.18 , 1.57 , 378 , 104.46 , 7.92 
184600 , 13.18 , 1.57 , 338 , 106.08 , 8.47 
184608 , 13.18 , 1.7 , 358 , 106.64 , 7.51 
184700 , 13.18 , 1.58 , 372 , 106.25 , 8.02 
184800 , 13.19 , 1.55 , 344 , 103.87 , 7.72 
184900 , 13.2 , 1.54 , 380 , 104.61 , 8.09 
185000 , 13.18 , 1.58 , 346 , 105.63 , 8.21 
185100 , 13.2 , 1.55 , 342 , 103.85 , 7.71 
185200 , 13.2 , 1.57 , 360 , 103.43 , 8.37 
185300 , 13.2 , 1.55 , 354 , 104.79 , 8.18 
185400 , 13.21 , 1.57 , 382 , 104.73 , 8.12 
185500 , 13.18 , 1.54 , 374 , 104.32 , 8.38 
185600 , 13.2 , 1.55 , 366 , 105.09 , 7.77 
185700 , 13.2 , 1.55 , 346 , 104.07 , 8.41 
185800 , 13.23 , 1.55 , 348 , 104 , 7.96 
185900 , 13.21 , 1.55 , 334 , 105.43 , 8.25 
186000 , 13.2 , 1.53 , 338 , 105.78 , 7.65 
186100 , 13.23 , 1.55 , 336 , 105.61 , 8.22 
186200 , 13.21 , 1.56 , 342 , 104.38 , 8.06 
186300 , 13.2 , 1.53 , 344 , 104.7 , 8.18 
186400 , 13.23 , 1.54 , 338 , 104.85 , 8.09 
186500 , 13.18 , 1.53 , 348 , 104.69 , 7.9 
186600 , 13.19 , 1.53 , 340 , 104.72 , 8.41 
186700 , 13.17 , 1.53 , 336 , 104.58 , 8.14 
186800 , 13.19 , 1.53 , 348 , 105.13 , 7.66 
186900 , 13.17 , 1.55 , 332 , 105.6 , 8.49 
187000 , 13.2 , 1.55 , 348 , 105.24 , 8.01 
187100 , 13.18 , 1.57 , 342 , 105.86 , 8.58 
187200 , 13.19 , 1.56 , 358 , 105.45 , 7.93 
187300 , 13.19 , 1.54 , 340 , 105.14 , 8.03 
187400 , 13.19 , 1.55 , 342 , 104.65 , 7.95 
187500 , 13.21 , 1.54 , 336 , 105.52 , 8.63 
187600 , 13.21 , 1.54 , 354 , 106.15 , 8.37 
187700 , 13.19 , 1.53 , 336 , 104.19 , 8.58 
187800 , 13.19 , 1.54 , 342 , 105.34 , 7.95 
187900 , 13.2 , 1.52 , 332 , 105.25 , 7.66 
188000 , 13.19 , 1.55 , 344 , 105.36 , 7.92 
188100 , 13.2 , 1.53 , 346 , 105.05 , 7.99 
188200 , 13.22 , 1.54 , 338 , 104.69 , 7.72 
188300 , 13.17 , 1.54 , 340 , 104.47 , 7.71 
188400 , 13.17 , 1.53 , 362 , 105.08 , 8.45 
188500 , 13.2 , 1.52 , 370 , 104.46 , 7.69 
188600 , 13.18 , 1.52 , 342 , 105.14 , 7.9 
188700 , 13.16 , 1.51 , 356 , 104.28 , 8.12 
188800 , 13.18 , 1.53 , 352 , 104.85 , 8.02 
188900 , 13.18 , 1.54 , 354 , 105.36 , 7.89 
189000 , 13.19 , 1.53 , 362 , 105.48 , 7.99 
189100 , 13.18 , 1.53 , 346 , 105.38 , 8.7 
189200 , 13.17 , 1.56 , 358 , 105.26 , 8.81 
189300 , 13.19 , 1.56 , 336 , 105.27 , 8.18 
189400 , 13.17 , 1.56 , 338 , 104.58 , 8.81 
189500 , 13.17 , 1.54 , 342 , 105.58 , 8.47 
189600 , 13.15 , 1.56 , 342 , 105.64 , 8.58 
189700 , 13.18 , 1.54 , 358 , 105.76 , 8.57 
189800 , 13.15 , 1.57 , 342 , 106.17 , 8.67 
189900 , 13.19 , 1.53 , 348 , 105.57 , 8.86 
190000 , 13.18 , 1.53 , 354 , 104.62 , 8.68 
190100 , 13.19 , 1.57 , 350 , 105.78 , 8.74 
190200 , 13.19 , 1.53 , 350 , 103.93 , 8.56 
190300 , 13.19 , 1.54 , 354 , 105.24 , 8.28 
190400 , 13.17 , 1.54 , 350 , 105.17 , 8.49 
190500 , 13.19 , 1.52 , 334 , 106.29 , 8.01 
190600 , 13.18 , 1.53 , 352 , 106.06 , 8.44 
190700 , 13.19 , 1.52 , 340 , 105.1 , 8.13 
190800 , 13.2 , 1.52 , 354 , 105.71 , 8.02 
190900 , 13.16 , 1.51 , 340 , 105.47 , 7.85 
191000 , 13.18 , 1.51 , 346 , 105.82 , 8.46 
191100 , 13.18 , 1.5 , 350 , 104.41 , 7.79 
191200 , 13.17 , 1.52 , 338 , 104.88 , 7.92 
191300 , 13.22 , 1.51 , 338 , 105.95 , 8.66 
191400 , 13.19 , 1.51 , 348 , 105.81 , 8.29 
191500 , 13.18 , 1.51 , 364 , 105.07 , 8.02 
191600 , 13.19 , 1.53 , 344 , 105.45 , 7.92 
191700 , 13.18 , 1.53 , 340 , 105.83 , 8.51 
191800 , 13.17 , 1.52 , 342 , 105.15 , 7.61 
191900 , 13.2 , 1.52 , 340 , 105.47 , 8.35 
192000 , 13.21 , 1.54 , 342 , 105.61 , 7.83 
192100 , 13.18 , 1.53 , 336 , 105.26 , 7.88 
192200 , 13.15 , 1.55 , 342 , 104.85 , 8.39 
192300 , 13.2 , 1.55 , 336 , 105.1 , 8.11 
192400 , 13.19 , 1.56 , 352 , 105.42 , 8.75 
192500 , 13.18 , 1.55 , 348 , 105.12 , 8.36 
192513 , 13.15 , 1.7 , 352 , 106.27 , 7.42 
192600 , 13.18 , 1.62 , 338 , 105.27 , 7.99 
192700 , 13.18 , 1.52 , 338 , 105.04 , 7.97 
192800 , 13.2 , 1.54 , 364 , 104.63 , 8.56 
192900 , 13.19 , 1.52 , 340 , 105.51 , 8.51 
193000 , 13.17 , 1.52 , 330 , 105.52 , 8.3 
193100 , 13.17 , 1.61 , 362 , 105.71 , 7.94 
193200 , 13.18 , 1.54 , 340 , 105.41 , 8.02 
193300 , 13.16 , 1.53 , 336 , 104.02 , 8.66 
193400 , 13.2 , 1.52 , 350 , 105.19 , 7.72 
193500 , 13.21 , 1.52 , 332 , 104.94 , 8.35 
193600 , 13.18 , 1.53 , 340 , 105.27 , 7.93 
193700 , 13.18 , 1.54 , 336 , 105.67 , 7.71 
193800 , 13.17 , 1.55 , 342 , 105.79 , 8.65 
193900 , 13.21 , 1.56 , 344 , 105.83 , 8.37 
194000 , 13.16 , 1.6 , 338 , 105.53 , 7.96 
194100 , 13.17 , 1.57 , 346 , 105.09 , 7.78 
194200 , 13.19 , 1.57 , 348 , 105.32 , 8.35 
194300 , 13.2 , 1.58 , 352 , 105.6 , 8.39 
194400 , 13.19 , 1.59 , 356 , 104.68 , 8.46 
194500 , 13.19 , 1.56 , 352 , 106.1 , 8.55 
194600 , 13.19 , 1.6 , 350 , 105.19 , 8.35 
194700 , 13.17 , 1.55 , 330 , 105.25 , 7.6 
194701 , 13.16 , 1.64 , 358 , 107.38 , 7.27 
194800 , 13.16 , 1.54 , 348 , 105.66 , 8.32 
194900 , 13.19 , 1.55 , 354 , 105.93 , 7.96 
195000 , 13.18 , 1.52 , 340 , 104.73 , 7.62 
195100 , 13.19 , 1.51 , 336 , 104.89 , 8.34 
195200 , 13.18 , 1.51 , 338 , 104.77 , 8.31 
195300 , 13.16 , 1.5 , 346 , 104.77 , 8.42 
195400 , 13.17 , 1.5 , 334 , 104.71 , 8.36 
195500 , 13.18 , 1.5 , 338 , 104.46 , 8.02 
195600 , 13.17 , 1.52 , 340 , 105.56 , 8.43 
195700 , 13.18 , 1.53 , 334 , 105.13 , 8.15 
195800 , 13.19 , 1.59 , 344 , 104.61 , 8.53 
195900 , 13.16 , 1.59 , 346 , 104.68 , 7.75 
196000 , 13.17 , 1.58 , 350 , 105.61 , 8.21 
196100 , 13.21 , 1.55 , 346 , 104.53 , 8.15 
196200 , 13.15 , 1.53 , 336 , 106.69 , 7.75 
196300 , 13.17 , 1.54 , 342 , 105.52 , 8.44 
196400 , 13.17 , 1.53 , 356 , 104.96 , 8.03 
196500 , 13.18 , 1.55 , 338 , 104.97 , 8.08 
196600 , 13.21 , 1.52 , 348 , 105.07 , 7.73 
196621 , 13.21 , 1.55 , 338 , 104.06 , 8.29 
196700 , 13.18 , 1.56 , 356 , 104.28 , 7.93 
196800 , 13.17 , 1.52 , 344 , 105.05 , 7.88 
196900 , 13.19 , 1.52 , 342 , 105.18 , 8.06 
197000 , 13.16 , 1.53 , 342 , 105.17 , 8.26 
197100 , 13.17 , 1.53 , 360 , 104.73 , 8.43 
197200 , 13.19 , 1.51 , 336 , 103.64 , 7.9 
197300 , 13.17 , 1.51 , 348 , 105.07 , 7.93 
197400 , 13.18 , 1.51 , 338 , 105.13 , 7.83 
197500 , 13.16 , 1.52 , 336 , 105.23 , 8.32 
197600 , 13.2 , 1.51 , 338 , 104.53 , 7.79 
197700 , 13.17 , 1.62 , 378 , 105.55 , 8.19 
197800 , 13.16 , 1.55 , 340 , 105.32 , 7.67 
197900 , 13.21 , 1.53 , 342 , 105.63 , 8.16 
198000 , 13.19 , 1.55 , 354 , 105.73 , 8.46 
198100 , 13.18 , 1.52 , 342 , 104.92 , 7.75 
198200 , 13.2 , 1.52 , 342 , 105.08 , 7.97 
198300 , 13.2 , 1.52 , 334 , 105.56 , 8.22 
198400 , 13.18 , 1.52 , 344 , 106.53 , 8.11 
198500 , 13.19 , 1.5 , 342 , 105.54 , 8.6 
198600 , 13.19 , 1.56 , 356 , 105.44 , 9.1 
198700 , 13.19 , 1.51 , 336 , 105.56 , 8.01 
198800 , 13.21 , 1.51 , 344 , 105.77 , 8.41 
198900 , 13.18 , 1.52 , 328 , 105.3 , 8.05 
199000 , 13.21 , 1.52 , 336 , 104.83 , 8.41 
199100 , 13.17 , 1.53 , 340 , 104.29 , 8.15 
199200 , 13.18 , 1.52 , 342 , 105.67 , 8.38 
199300 , 13.19 , 1.51 , 336 , 105.07 , 8.23 
199400 , 13.2 , 1.51 , 338 , 104.56 , 7.58 
199500 , 13.19 , 1.51 , 332 , 106.1 , 8.1 
199600 , 13.22 , 1.51 , 342 , 105.44 , 7.9 
199700 , 13.18 , 1.51 , 328 , 105.57 , 8.14 
199800 , 13.19 , 1.51 , 338 , 105.16 , 7.97 
199900 , 13.18 , 1.52 , 340 , 106.11 , 7.75 
200000 , 13.18 , 1.5 , 346 , 104.65 , 7.66 
200100 , 13.17 , 1.51 , 342 , 104.6 , 8.48 
200200 , 13.18 , 1.51 , 340 , 104.8 , 8.28 
200205 , 13.16 , 1.69 , 354 , 107.07 , 7.67 
200300 , 13.18 , 1.6 , 338 , 105.79 , 8.61 
200400 , 13.18 , 1.54 , 328 , 104.69 , 8.72 
200500 , 13.17 , 1.57 , 362 , 105.05 , 8.4 
200600 , 13.2 , 1.52 , 338 , 104.83 , 8.68 
200700 , 13.17 , 1.53 , 346 , 104.68 , 8.03 
200800 , 13.19 , 1.52 , 342 , 105.21 , 8.71 
200900 , 13.18 , 1.53 , 346 , 104.49 , 8.41 
201000 , 13.17 , 1.55 , 358 , 105.29 , 8.55 
201100 , 13.19 , 1.54 , 368 , 105.14 , 8.2 
201200 , 13.2 , 1.51 , 340 , 104.61 , 7.91 
201300 , 13.19 , 1.51 , 344 , 105.18 , 8.01 
201400 , 13.12 , 1.51 , 346 , 104.22 , 8.09 
201500 , 13.17 , 1.52 , 338 , 106.24 , 7.92 
201600 , 13.2 , 1.51 , 346 , 104.75 , 7.91 
201700 , 13.19 , 1.52 , 326 , 105.5 , 8.11 
201800 , 13.18 , 1.52 , 334 , 104.73 , 8.07 
201900 , 13.16 , 1.51 , 332 , 104.53 , 8.53 
202000 , 13.19 , 1.52 , 336 , 104.92 , 8.09 
202100 , 13.18 , 1.52 , 334 , 104.62 , 8.49 
202200 , 13.19 , 1.51 , 358 , 104.65 , 7.7 
202300 , 13.18 , 1.53 , 342 , 104.02 , 8.02 
202400 , 13.2 , 1.53 , 348 , 104.75 , 8.65 
202500 , 13.16 , 1.54 , 346 , 104.9 , 7.7 
202600 , 13.18 , 1.52 , 350 , 105.17 , 7.9 
202700 , 13.16 , 1.54 , 332 , 104.77 , 8.53 
202800 , 13.18 , 1.54 , 338 , 104.97 , 8.4 
202900 , 13.17 , 1.53 , 334 , 104.66 , 8.56 
203000 , 13.17 , 1.53 , 346 , 105.18 , 7.78 
203100 , 13.16 , 1.52 , 344 , 104.97 , 7.69 
203200 , 13.18 , 1.52 , 334 , 106.5 , 8.23 
203300 , 13.2 , 1.56 , 348 , 105.81 , 8.86 
203400 , 13.17 , 1.54 , 348 , 105.41 , 8.72 
203500 , 13.21 , 1.56 , 338 , 104.79 , 8.65 
203600 , 13.15 , 1.54 , 354 , 106.57 , 9.17 
203700 , 13.14 , 1.53 , 332 , 105.5 , 8.26 
203800 , 13.16 , 1.57 , 358 , 105.12 , 8.64 
203900 , 13.17 , 1.53 , 338 , 105.58 , 8.15 
204000 , 13.19 , 1.54 , 336 , 105.04 , 8.37 
204100 , 13.18 , 1.52 , 336 , 105.5 , 8.34 
204200 , 13.18 , 1.54 , 330 , 105.34 , 8.33 
204300 , 13.17 , 1.54 , 352 , 105.37 , 8.46 
204400 , 13.2 , 1.54 , 336 , 105.49 , 8.08 
204500 , 13.16 , 1.55 , 346 , 105.96 , 8.3 
204600 , 13.18 , 1.54 , 330 , 105.91 , 7.94 
204700 , 13.15 , 1.54 , 338 , 105.68 , 8.16 
204800 , 13.16 , 1.55 , 352 , 105.46 , 8.42 
204900 , 13.16 , 1.54 , 360 , 105.23 , 8.37 
205000 , 13.18 , 1.54 , 336 , 105.6 , 8.45 
205100 , 13.18 , 1.53 , 332 , 104.83 , 8.55 
205200 , 13.17 , 1.53 , 352 , 104 , 8.34 
205300 , 13.17 , 1.52 , 334 , 103.46 , 8.32 
205400 , 13.16 , 1.53 , 342 , 103.81 , 8.48 
205500 , 13.18 , 1.53 , 338 , 102.92 , 7.86 
205600 , 13.16 , 1.52 , 334 , 103.68 , 8.53 
205700 , 13.15 , 1.53 , 340 , 104 , 8.6 
205800 , 13.2 , 1.52 , 344 , 103.45 , 8.34 
205900 , 13.18 , 1.52 , 340 , 103.57 , 8.55 
206000 , 13.21 , 1.53 , 348 , 105.01 , 8.37 
206100 , 13.19 , 1.53 , 340 , 104.35 , 7.98 
206200 , 13.19 , 1.52 , 338 , 103.43 , 8.25 
206300 , 13.17 , 1.54 , 342 , 103.89 , 8.3 
206400 , 13.2 , 1.52 , 338 , 104.12 , 8.08 
206500 , 13.18 , 1.53 , 342 , 104.37 , 8.12 
206600 , 13.21 , 1.53 , 342 , 104.01 , 8.5 
206700 , 13.16 , 1.53 , 334 , 104 , 8.3 
206800 , 13.21 , 1.53 , 342 , 104.69 , 8.29 
206900 , 13.17 , 1.54 , 340 , 104.92 , 7.86 
207000 , 13.17 , 1.54 , 352 , 105.69 , 8.64 
207100 , 13.17 , 1.55 , 344 , 105.5 , 8.21 
207200 , 13.18 , 1.55 , 344 , 106.03 , 8.43 
207300 , 13.18 , 1.54 , 344 , 104.8 , 8.54 
207400 , 13.18 , 1.57 , 370 , 105.36 , 8.21 
207500 , 13.19 , 1.54 , 340 , 105.83 , 8.48 
207600 , 13.19 , 1.53 , 350 , 104.68 , 8.16 
207700 , 13.21 , 1.56 , 356 , 105.2 , 8.81 
207800 , 13.19 , 1.53 , 330 , 105.04 , 8.56 
207900 , 13.19 , 1.54 , 338 , 105.25 , 8.58 
208000 , 13.15 , 1.52 , 346 , 103.92 , 8 
208100 , 13.17 , 1.53 , 340 , 104.94 , 7.89 
208200 , 13.16 , 1.53 , 332 , 105.12 , 8.5 
208300 , 13.16 , 1.51 , 350 , 104.64 , 8.05 
208400 , 13.19 , 1.52 , 332 , 104.58 , 8.24 
208500 , 13.18 , 1.52 , 342 , 104.03 , 8.55 
208600 , 13.16 , 1.54 , 356 , 104.42 , 8.73 
208700 , 13.16 , 1.57 , 374 , 105.32 , 8.02 
208800 , 13.17 , 1.55 , 344 , 105.21 , 8.43 
208900 , 13.14 , 1.61 , 358 , 106.1 , 8.77 
209000 , 13.18 , 1.56 , 356 , 105.22 , 7.94 
209100 , 13.18 , 1.55 , 342 , 105.88 , 8.18 
209200 , 13.17 , 1.54 , 350 , 104.45 , 8.49 
209300 , 13.14 , 1.53 , 340 , 105.66 , 7.89 
209400 , 13.15 , 1.53 , 350 , 105.55 , 8.17 
209500 , 13.17 , 1.54 , 338 , 105.52 , 8.49 
209600 , 13.18 , 1.53 , 342 , 105.49 , 8.47 
209700 , 13.2 , 1.54 , 344 , 105.85 , 8.46 
