@relation Training

@attribute COUNT numeric
@attribute "POWER SUPPLY VOLTAGE" numeric
@attribute CURRENT numeric
@attribute FREQUENCY numeric
@attribute "NOISE LEVEL" numeric
@attribute "OPERATING VOLTAGE RANGE" numeric


@data
83300 , 13.1 , 1.54 , 356 , 106.35 , 7.04 
83400 , 13.05 , 1.56 , 362 , 107.56 , 7.2 
83500 , 13.09 , 1.54 , 362 , 108.32 , 7.19 
83600 , 13.08 , 1.54 , 356 , 108.12 , 7.34 
83700 , 13.09 , 1.55 , 358 , 107.82 , 7.24 
83800 , 13.08 , 1.55 , 358 , 108.65 , 7 
83900 , 13.06 , 1.56 , 348 , 108.41 , 7.31 
84000 , 13.06 , 1.55 , 352 , 108.69 , 7.49 
84100 , 13.05 , 1.53 , 356 , 106.81 , 6.91 
84200 , 13.09 , 1.54 , 362 , 107.99 , 6.88 
84300 , 13.11 , 1.54 , 346 , 107.78 , 7.71 
84400 , 13.09 , 1.54 , 348 , 107.21 , 7.12 
84500 , 13.14 , 1.54 , 348 , 107.37 , 7.57 
84600 , 13.14 , 1.56 , 346 , 108.3 , 7.3 
84700 , 13.13 , 1.56 , 348 , 108.45 , 8.83 
84800 , 13.13 , 1.53 , 350 , 107.43 , 7.38 
84900 , 13.17 , 1.54 , 352 , 107.77 , 7.4 
85000 , 13.17 , 1.54 , 356 , 107.11 , 7.28 
85100 , 13.17 , 1.55 , 346 , 108.73 , 6.85 
85200 , 13.16 , 1.55 , 350 , 108.56 , 6.98 
85300 , 13.17 , 1.54 , 338 , 107.82 , 6.88 
85400 , 13.18 , 1.54 , 348 , 107.53 , 6.96 
85500 , 13.16 , 1.54 , 346 , 107.37 , 7.67 
85600 , 13.15 , 1.54 , 352 , 108.49 , 7.61 
85700 , 13.16 , 1.55 , 350 , 107.51 , 7.52 
85800 , 13.17 , 1.54 , 352 , 108.36 , 7.14 
85900 , 13.16 , 1.55 , 346 , 108.4 , 7.39 
86000 , 13.16 , 1.56 , 352 , 107.92 , 7.6 
86100 , 13.17 , 1.53 , 344 , 107.24 , 7.71 
86200 , 13.16 , 1.54 , 356 , 108.42 , 6.81 
86300 , 13.17 , 1.55 , 346 , 108.67 , 7.72 
86400 , 13.16 , 1.58 , 350 , 108.73 , 7.93 
86500 , 13.18 , 1.56 , 338 , 109.03 , 7.98 
86600 , 13.17 , 1.56 , 360 , 108.79 , 7.3 
86700 , 13.17 , 1.54 , 354 , 107.52 , 7.14 
86800 , 13.15 , 1.57 , 342 , 109.13 , 6.88 
86900 , 13.15 , 1.55 , 350 , 109.64 , 7.28 
87000 , 13.17 , 1.54 , 340 , 109.31 , 6.9 
87100 , 13.18 , 1.56 , 358 , 107.7 , 7.39 
87200 , 13.18 , 1.56 , 356 , 107.57 , 7.56 
87300 , 13.15 , 1.57 , 358 , 108.86 , 6.93 
87400 , 13.13 , 1.56 , 356 , 107.68 , 7.81 
87500 , 13.14 , 1.57 , 354 , 108.91 , 7.09 
87600 , 13.1 , 1.56 , 356 , 108.87 , 7.51 
87700 , 13.1 , 1.58 , 342 , 107.61 , 7.59 
87800 , 13.1 , 1.59 , 342 , 108.62 , 7.89 
87900 , 13.12 , 1.57 , 360 , 108.68 , 7.45 
88000 , 13.11 , 1.57 , 364 , 108.73 , 7.71 
88100 , 13.09 , 1.57 , 358 , 108.54 , 7.64 
88200 , 13.12 , 1.57 , 346 , 108.52 , 7.32 
88300 , 13.1 , 1.55 , 348 , 108.71 , 7.29 
88400 , 13.14 , 1.57 , 340 , 108.49 , 7.3 
88500 , 13.1 , 1.58 , 366 , 108.27 , 7.12 
88600 , 13.12 , 1.55 , 348 , 107.93 , 7.61 
88700 , 13.11 , 1.56 , 354 , 108.36 , 7.62 
88800 , 13.08 , 1.55 , 354 , 106.84 , 7.76 
88900 , 13.1 , 1.56 , 360 , 108.61 , 7.02 
89000 , 13.09 , 1.55 , 354 , 108.18 , 8.2 
89100 , 13.1 , 1.56 , 356 , 108.06 , 7.57 
89200 , 13.12 , 1.57 , 346 , 108.73 , 8.01 
89300 , 13.13 , 1.57 , 358 , 107.94 , 6.96 
89400 , 13.1 , 1.58 , 342 , 109.19 , 8.55 
89500 , 13.1 , 1.55 , 348 , 107.84 , 7.32 
89600 , 13.11 , 1.56 , 362 , 108.71 , 7.43 
89700 , 13.1 , 1.58 , 358 , 108.78 , 7.12 
89800 , 13.12 , 1.56 , 348 , 108.11 , 7.82 
89900 , 13.1 , 1.57 , 348 , 109.2 , 8.31 
90000 , 13.11 , 1.55 , 358 , 107.03 , 7.8 
90100 , 13.1 , 1.56 , 346 , 107.36 , 7.78 
90200 , 13.11 , 1.57 , 348 , 108.56 , 7.48 
90300 , 13.1 , 1.56 , 358 , 107.86 , 7.27 
90400 , 13.1 , 1.55 , 348 , 106.7 , 7.02 
90500 , 13.1 , 1.56 , 354 , 108.47 , 8.07 
90600 , 13.12 , 1.55 , 364 , 105.74 , 7.41 
90700 , 13.09 , 1.55 , 344 , 106.87 , 7.6 
90800 , 13.1 , 1.55 , 342 , 106.78 , 7.38 
90900 , 13.1 , 1.56 , 358 , 108.16 , 6.98 
91000 , 13.11 , 1.55 , 346 , 107.54 , 7.64 
91100 , 13.08 , 1.55 , 362 , 105.84 , 7.67 
91200 , 13.1 , 1.54 , 350 , 105.91 , 7.71 
91300 , 13.11 , 1.57 , 354 , 107.11 , 7.01 
91400 , 13.08 , 1.56 , 358 , 106.06 , 7.26 
91500 , 13.1 , 1.55 , 352 , 106.69 , 7.56 
91600 , 13.11 , 1.55 , 352 , 106.69 , 7.48 
91700 , 13.15 , 1.55 , 352 , 106.87 , 7.06 
91800 , 13.1 , 1.56 , 358 , 106.74 , 7.8 
91900 , 13.11 , 1.55 , 348 , 106.19 , 6.98 
92000 , 13.11 , 1.55 , 352 , 107.05 , 7.67 
92100 , 13.09 , 1.55 , 354 , 107.07 , 7.42 
92200 , 13.1 , 1.55 , 344 , 106.3 , 7.87 
92300 , 13.11 , 1.53 , 362 , 107.08 , 6.9 
92400 , 13.09 , 1.54 , 342 , 105.79 , 7.34 
92500 , 13.09 , 1.54 , 354 , 106.65 , 7.2 
92600 , 13.1 , 1.55 , 346 , 106.01 , 7.7 
92700 , 13.09 , 1.55 , 354 , 106 , 6.74 
92800 , 13.1 , 1.56 , 356 , 106.22 , 7.73 
92900 , 13.11 , 1.54 , 356 , 107.07 , 7.67 
93000 , 13.11 , 1.53 , 350 , 106.61 , 6.88 
93100 , 13.09 , 1.53 , 352 , 106.77 , 8.05 
93200 , 13.1 , 1.55 , 354 , 106.43 , 7.65 
93300 , 13.09 , 1.54 , 358 , 106.2 , 7.3 
93400 , 13.1 , 1.55 , 340 , 106.33 , 7.34 
93500 , 13.09 , 1.54 , 346 , 105.57 , 7.66 
93600 , 13.08 , 1.54 , 354 , 106.33 , 7.5 
93700 , 13.1 , 1.55 , 340 , 106.69 , 7.83 
93800 , 13.09 , 1.54 , 350 , 107.18 , 7.33 
93900 , 13.09 , 1.56 , 348 , 106.41 , 7.32 
94000 , 13.12 , 1.55 , 352 , 107.39 , 7.58 
94100 , 13.1 , 1.54 , 352 , 106.23 , 7.97 
94200 , 13.09 , 1.55 , 342 , 106.5 , 7.36 
94300 , 13.1 , 1.56 , 348 , 106.94 , 7.33 
94400 , 13.11 , 1.54 , 372 , 106.15 , 7.74 
94500 , 13.1 , 1.55 , 350 , 106.77 , 7.86 
94600 , 13.1 , 1.56 , 350 , 106.44 , 7.69 
94700 , 13.1 , 1.54 , 354 , 105.95 , 7.62 
94800 , 13.16 , 1.55 , 358 , 106.64 , 7.67 
94900 , 13.15 , 1.54 , 348 , 107.11 , 8.28 
95000 , 13.14 , 1.54 , 346 , 106.8 , 7.6 
95100 , 13.17 , 1.55 , 340 , 105.85 , 7.29 
95200 , 13.13 , 1.53 , 346 , 107.25 , 7.79 
95300 , 13.17 , 1.54 , 350 , 106.2 , 8.7 
95400 , 13.15 , 1.55 , 346 , 107.23 , 7.81 
95500 , 13.13 , 1.54 , 346 , 106.95 , 7.6 
95600 , 13.16 , 1.56 , 346 , 106.28 , 7.77 
95700 , 13.12 , 1.54 , 346 , 106.99 , 7.7 
95800 , 13.16 , 1.54 , 354 , 106.92 , 8.95 
95900 , 13.16 , 1.56 , 342 , 106.77 , 8.26 
96000 , 13.16 , 1.54 , 354 , 105.85 , 8.74 
96100 , 13.16 , 1.53 , 356 , 107.05 , 7.69 
96200 , 13.17 , 1.53 , 348 , 106.22 , 8.55 
96300 , 13.14 , 1.54 , 346 , 107.14 , 7.86 
96400 , 13.17 , 1.55 , 346 , 105.63 , 7.45 
96500 , 13.16 , 1.53 , 356 , 106.79 , 7.62 
96600 , 13.19 , 1.54 , 350 , 105.84 , 8.51 
96700 , 13.16 , 1.54 , 344 , 106.95 , 7.86 
96800 , 13.16 , 1.53 , 344 , 105.73 , 8.32 
96900 , 13.14 , 1.54 , 350 , 105.97 , 8.41 
97000 , 13.14 , 1.55 , 344 , 106.58 , 8.56 
97100 , 13.16 , 1.54 , 342 , 107.29 , 7.88 
97200 , 13.18 , 1.53 , 350 , 105.95 , 8.29 
97300 , 13.17 , 1.54 , 346 , 106.2 , 8.34 
97400 , 13.16 , 1.54 , 350 , 106.22 , 8.25 
97500 , 13.13 , 1.53 , 340 , 106.76 , 8.25 
97600 , 13.16 , 1.52 , 352 , 106.58 , 8.05 
97700 , 13.15 , 1.54 , 340 , 106.69 , 8.54 
97800 , 13.15 , 1.54 , 346 , 107.27 , 7.77 
97900 , 13.17 , 1.53 , 348 , 107.97 , 7.81 
98000 , 13.15 , 1.53 , 348 , 107.16 , 8.68 
98100 , 13.15 , 1.52 , 340 , 107.15 , 8.25 
98200 , 13.15 , 1.52 , 342 , 106.01 , 7.8 
98300 , 13.14 , 1.52 , 352 , 106.8 , 7.59 
98400 , 13.15 , 1.52 , 358 , 106.7 , 7.95 
98480 , 13.16 , 1.65 , 352 , 106.27 , 6.68 
98500 , 13.17 , 1.59 , 348 , 108.09 , 8.51 
98600 , 13.14 , 1.55 , 344 , 107.17 , 8.45 
98700 , 13.14 , 1.53 , 346 , 106.58 , 7.58 
98800 , 13.14 , 1.53 , 354 , 107.44 , 8.27 
98900 , 13.15 , 1.55 , 344 , 107.13 , 9.05 
99000 , 13.15 , 1.53 , 352 , 106.71 , 8.02 
99100 , 13.16 , 1.54 , 340 , 106.75 , 8.88 
99200 , 13.17 , 1.53 , 356 , 107.18 , 7.92 
99300 , 13.14 , 1.51 , 344 , 106.42 , 8.99 
99400 , 13.16 , 1.52 , 342 , 106.77 , 8.65 
99500 , 13.18 , 1.52 , 348 , 107.09 , 7.93 
99600 , 13.14 , 1.53 , 344 , 106.78 , 8.2 
99700 , 13.14 , 1.51 , 342 , 106.03 , 8.97 
99800 , 13.14 , 1.53 , 348 , 106.49 , 7.88 
99900 , 13.18 , 1.53 , 346 , 106.43 , 8.21 
100000 , 13.16 , 1.51 , 342 , 106.54 , 8.11 
100100 , 13.14 , 1.53 , 342 , 106.06 , 8.5 
100200 , 13.16 , 1.52 , 356 , 106.26 , 7.96 
100300 , 13.15 , 1.52 , 342 , 105.89 , 7.95 
100400 , 13.13 , 1.52 , 356 , 107.04 , 7.78 
100500 , 13.13 , 1.54 , 340 , 106.95 , 8.23 
100600 , 13.13 , 1.52 , 358 , 105.84 , 7.52 
100700 , 13.14 , 1.52 , 352 , 107.52 , 7.54 
100800 , 13.11 , 1.52 , 354 , 107.77 , 7.44 
100900 , 13.16 , 1.52 , 352 , 105.74 , 7.47 
101000 , 13.14 , 1.51 , 354 , 107.15 , 8.57 
101100 , 13.16 , 1.52 , 352 , 106.54 , 7.97 
101177 , 13.15 , 1.63 , 342 , 105.35 , 6.87 
101200 , 13.17 , 1.6 , 352 , 106.32 , 7.73 
101300 , 13.13 , 1.51 , 340 , 105.58 , 7.72 
101400 , 13.16 , 1.52 , 346 , 106.45 , 8.38 
101500 , 13.17 , 1.5 , 346 , 105.63 , 7.95 
101600 , 13.17 , 1.5 , 344 , 107.08 , 7.78 
101700 , 13.14 , 1.51 , 352 , 107.52 , 8.24 
101800 , 13.14 , 1.53 , 354 , 106.32 , 7.22 
101900 , 13.12 , 1.53 , 362 , 107.54 , 8.14 
102000 , 13.12 , 1.52 , 354 , 106 , 7.22 
102100 , 13.12 , 1.54 , 344 , 106.98 , 7.65 
102200 , 13.12 , 1.52 , 344 , 106.2 , 8.12 
102300 , 13.09 , 1.51 , 342 , 106.23 , 7.93 
102400 , 13.09 , 1.52 , 350 , 106.84 , 8.1 
102500 , 13.09 , 1.52 , 364 , 107.25 , 8.81 
102600 , 13.09 , 1.54 , 350 , 106.9 , 7.77 
102700 , 13.08 , 1.55 , 354 , 105.22 , 7.24 
102800 , 13.07 , 1.53 , 348 , 106.41 , 7.37 
102900 , 13.08 , 1.54 , 354 , 107.38 , 7.24 
103000 , 13.11 , 1.53 , 350 , 106.39 , 7.76 
103100 , 13.12 , 1.52 , 358 , 105.61 , 7.37 
103200 , 13.13 , 1.53 , 344 , 106.42 , 7.74 
103300 , 13.1 , 1.51 , 348 , 107.79 , 7.81 
103400 , 13.13 , 1.53 , 358 , 106.77 , 7.98 
103500 , 13.13 , 1.52 , 340 , 106.58 , 8.06 
103600 , 13.12 , 1.51 , 342 , 106.62 , 8.01 
103700 , 13.14 , 1.52 , 350 , 108.13 , 7.06 
103800 , 13.16 , 1.52 , 350 , 107.18 , 7.94 
103900 , 13.14 , 1.52 , 352 , 106.81 , 7.66 
104000 , 13.15 , 1.52 , 356 , 106.27 , 7.43 
104100 , 13.17 , 1.52 , 346 , 106.64 , 7.31 
104200 , 13.14 , 1.51 , 348 , 105.97 , 6.98 
104300 , 13.19 , 1.52 , 340 , 105.84 , 7.05 
104336 , 13.16 , 1.66 , 344 , 104.27 , 6.66 
104400 , 13.16 , 1.55 , 342 , 106.36 , 7.95 
104500 , 13.14 , 1.51 , 354 , 106.01 , 7.01 
104600 , 13.16 , 1.52 , 352 , 106.93 , 7.28 
104700 , 13.18 , 1.51 , 362 , 106 , 7.82 
104800 , 13.13 , 1.52 , 370 , 106.87 , 7.04 
104900 , 13.13 , 1.51 , 354 , 106.72 , 7.3 
105000 , 13.14 , 1.53 , 358 , 107.07 , 7.2 
105100 , 13.15 , 1.52 , 358 , 106.96 , 7.38 
105200 , 13.12 , 1.52 , 362 , 107.6 , 6.99 
105300 , 13.12 , 1.51 , 352 , 106.62 , 7.53 
105400 , 13.12 , 1.52 , 352 , 106.88 , 7.44 
105500 , 13.12 , 1.53 , 354 , 107.6 , 7.17 
105600 , 13.11 , 1.53 , 352 , 107.46 , 6.95 
105700 , 13.13 , 1.52 , 352 , 106.85 , 7.16 
105800 , 13.12 , 1.53 , 358 , 107.25 , 7.39 
105900 , 13.12 , 1.53 , 354 , 106.63 , 7.2 
106000 , 13.13 , 1.53 , 358 , 106.54 , 7.36 
106100 , 13.14 , 1.54 , 350 , 107.29 , 6.77 
106200 , 13.11 , 1.53 , 350 , 106.45 , 7.24 
106300 , 13.12 , 1.51 , 350 , 106.28 , 7.07 
106400 , 13.13 , 1.52 , 370 , 106.66 , 7.38 
106500 , 13.12 , 1.53 , 346 , 106.82 , 7.54 
106600 , 13.13 , 1.53 , 350 , 105.95 , 7.18 
106700 , 13.13 , 1.52 , 374 , 106.65 , 7.62 
106800 , 13.12 , 1.51 , 346 , 106 , 8.06 
106900 , 13.12 , 1.52 , 362 , 104.62 , 7.09 
107000 , 13.12 , 1.53 , 348 , 105.88 , 7.28 
107100 , 13.13 , 1.51 , 356 , 105.17 , 7.39 
107200 , 13.18 , 1.53 , 348 , 105.34 , 7.25 
107300 , 13.13 , 1.53 , 350 , 106.56 , 7.31 
107400 , 13.09 , 1.54 , 354 , 105.69 , 7.73 
107500 , 13.12 , 1.52 , 356 , 105.74 , 7.09 
107600 , 13.13 , 1.5 , 360 , 105.24 , 7.66 
107700 , 13.11 , 1.52 , 368 , 106.02 , 8 
107800 , 13.13 , 1.49 , 362 , 105.55 , 7.74 
107900 , 13.13 , 1.55 , 360 , 106.55 , 7.01 
108000 , 13.11 , 1.54 , 348 , 105.54 , 7.71 
108100 , 13.11 , 1.5 , 366 , 105.16 , 6.81 
108200 , 13.12 , 1.5 , 350 , 106.15 , 7.07 
108300 , 13.11 , 1.5 , 352 , 105.72 , 7.22 
108400 , 13.14 , 1.49 , 354 , 105.75 , 7.02 
108500 , 13.12 , 1.49 , 378 , 106.18 , 6.86 
108600 , 13.11 , 1.49 , 356 , 105.69 , 7.1 
108700 , 13.14 , 1.49 , 350 , 104.49 , 7.17 
108800 , 13.13 , 1.5 , 358 , 106.09 , 7.18 
108900 , 13.1 , 1.5 , 352 , 105.43 , 7.08 
109000 , 13.11 , 1.5 , 360 , 105.51 , 7.3 
109100 , 13.11 , 1.49 , 352 , 106.17 , 6.86 
109200 , 13.09 , 1.49 , 374 , 105.31 , 7.23 
109300 , 13.13 , 1.5 , 356 , 106 , 7.57 
109400 , 13.1 , 1.51 , 352 , 105.64 , 7.48 
109500 , 13.1 , 1.51 , 362 , 105.89 , 7.36 
109600 , 13.09 , 1.52 , 366 , 105.64 , 7.35 
109700 , 13.11 , 1.52 , 358 , 105.79 , 7.7 
109800 , 13.11 , 1.52 , 352 , 105.62 , 7.79 
109900 , 13.14 , 1.54 , 340 , 105.56 , 6.85 
110000 , 13.12 , 1.54 , 344 , 106.44 , 7.41 
110097 , 13.1 , 1.64 , 344 , 106.02 , 6.81 
110100 , 13.12 , 1.62 , 350 , 106 , 6.83 
110116 , 13.21 , 1.55 , 344 , 107.13 , 6.47 
110200 , 13.17 , 1.56 , 338 , 107.69 , 7.11 
110300 , 13.17 , 1.54 , 336 , 105.16 , 7.77 
110400 , 13.16 , 1.53 , 344 , 106.67 , 7.41 
110500 , 13.16 , 1.51 , 346 , 105.4 , 7.34 
110600 , 13.16 , 1.52 , 342 , 105.74 , 7.15 
110700 , 13.18 , 1.52 , 352 , 107.13 , 7.04 
110800 , 13.14 , 1.51 , 352 , 106.03 , 7.49 
110900 , 13.17 , 1.53 , 344 , 107.24 , 7.37 
111000 , 13.13 , 1.51 , 344 , 106.2 , 7.56 
111100 , 13.16 , 1.51 , 338 , 106.83 , 7 
111200 , 13.18 , 1.54 , 344 , 107.17 , 7.39 
111300 , 13.16 , 1.53 , 344 , 106.3 , 7.27 
111400 , 13.14 , 1.52 , 346 , 106.58 , 7.4 
111500 , 13.15 , 1.53 , 346 , 106.48 , 7.79 
111600 , 13.15 , 1.53 , 350 , 106.24 , 7.34 
111683 , 13.17 , 1.6 , 348 , 104.78 , 6.76 
111700 , 13.18 , 1.59 , 348 , 105.58 , 6.38 
111775 , 13.17 , 1.62 , 354 , 102.99 , 7.03 
111800 , 13.17 , 1.57 , 346 , 106.09 , 6.85 
111900 , 13.15 , 1.53 , 344 , 107.13 , 7.65 
112000 , 13.16 , 1.54 , 350 , 107.27 , 7.28 
112100 , 13.19 , 1.51 , 346 , 105.93 , 7.09 
112200 , 13.16 , 1.51 , 350 , 107.08 , 7.34 
112300 , 13.19 , 1.53 , 354 , 107.29 , 7.06 
112400 , 13.17 , 1.53 , 352 , 107.02 , 7.3 
112500 , 13.15 , 1.51 , 344 , 106.3 , 7.27 
112600 , 13.17 , 1.52 , 348 , 108.37 , 7.19 
112700 , 13.17 , 1.51 , 352 , 107.13 , 7.51 
112800 , 13.17 , 1.51 , 346 , 106.26 , 7.72 
112900 , 13.17 , 1.54 , 338 , 107.24 , 7.62 
113000 , 13.16 , 1.53 , 338 , 107.32 , 7.32 
113100 , 13.16 , 1.53 , 346 , 107.08 , 7.73 
113200 , 13.18 , 1.52 , 334 , 105.47 , 7.33 
113300 , 13.18 , 1.52 , 346 , 106.44 , 7.61 
113400 , 13.16 , 1.52 , 344 , 106.19 , 7.12 
113500 , 13.16 , 1.52 , 342 , 106.24 , 7.68 
113600 , 13.19 , 1.52 , 352 , 105.4 , 6.9 
113700 , 13.17 , 1.53 , 346 , 106.29 , 7.11 
113800 , 13.17 , 1.51 , 340 , 105.67 , 7.04 
113900 , 13.16 , 1.52 , 352 , 105.57 , 7.69 
114000 , 13.18 , 1.52 , 332 , 105.95 , 7.03 
114100 , 13.17 , 1.51 , 338 , 106.33 , 7.33 
114200 , 13.18 , 1.52 , 336 , 105.21 , 7.04 
114300 , 13.16 , 1.52 , 348 , 105.6 , 6.97 
114400 , 13.18 , 1.52 , 348 , 106.15 , 7.11 
114500 , 13.16 , 1.52 , 334 , 106.43 , 7.58 
114600 , 13.15 , 1.52 , 344 , 105.49 , 7.62 
114700 , 13.18 , 1.52 , 348 , 105.99 , 7.67 
114800 , 13.15 , 1.52 , 342 , 106.39 , 7.77 
114900 , 13.18 , 1.52 , 354 , 105.99 , 7.22 
115000 , 13.23 , 1.52 , 350 , 106.52 , 7.57 
115100 , 13.2 , 1.51 , 354 , 105.47 , 7.48 
115200 , 13.18 , 1.52 , 342 , 106.36 , 7.49 
115300 , 13.17 , 1.51 , 340 , 105.67 , 6.99 
115340 , 13.18 , 1.55 , 344 , 106.91 , 7.11 
115400 , 13.2 , 1.52 , 354 , 105.57 , 7.24 
115500 , 13.18 , 1.52 , 344 , 105.3 , 7.82 
115600 , 13.17 , 1.55 , 342 , 107.34 , 7.77 
115700 , 13.19 , 1.53 , 342 , 106.48 , 7.43 
115800 , 13.14 , 1.53 , 344 , 105.56 , 7.39 
115900 , 13.16 , 1.54 , 352 , 106.55 , 7.47 
116000 , 13.16 , 1.54 , 344 , 106.37 , 6.97 
116100 , 13.16 , 1.54 , 344 , 105.73 , 7.75 
116200 , 13.15 , 1.55 , 346 , 106.75 , 7.25 
116300 , 13.15 , 1.53 , 346 , 105.38 , 7.37 
116400 , 13.14 , 1.53 , 344 , 106.71 , 7.51 
116500 , 13.13 , 1.53 , 342 , 105.95 , 7.68 
116600 , 13.1 , 1.52 , 348 , 105.02 , 7.27 
116700 , 13.13 , 1.53 , 336 , 105.6 , 7.76 
116800 , 13.14 , 1.53 , 348 , 105.39 , 7.05 
116900 , 13.15 , 1.54 , 340 , 105.83 , 7.29 
117000 , 13.18 , 1.54 , 340 , 105.68 , 7.42 
117100 , 13.18 , 1.54 , 344 , 106.48 , 7.84 
117200 , 13.15 , 1.52 , 346 , 105.95 , 7.14 
117300 , 13.17 , 1.53 , 338 , 106.62 , 7.3 
117400 , 13.18 , 1.54 , 348 , 106.78 , 7.4 
117500 , 13.19 , 1.53 , 348 , 106.07 , 7.28 
117600 , 13.19 , 1.54 , 344 , 106.32 , 7.25 
117700 , 13.18 , 1.54 , 356 , 105.68 , 7.27 
117800 , 13.18 , 1.54 , 354 , 106.68 , 7.95 
117900 , 13.16 , 1.53 , 352 , 106.92 , 7.4 
118000 , 13.16 , 1.54 , 350 , 106.49 , 7.19 
118100 , 13.14 , 1.54 , 352 , 106.91 , 7.12 
118200 , 13.17 , 1.52 , 346 , 105.87 , 7.38 
118300 , 13.15 , 1.52 , 356 , 105.3 , 7.68 
118400 , 13.14 , 1.53 , 346 , 105.14 , 7.78 
118500 , 13.13 , 1.54 , 340 , 105.78 , 7.26 
118600 , 13.15 , 1.54 , 344 , 104.24 , 7.7 
118700 , 13.13 , 1.52 , 340 , 105.54 , 7.26 
118800 , 13.13 , 1.56 , 340 , 106.84 , 7.47 
118900 , 13.11 , 1.58 , 338 , 108.31 , 7.5 
119000 , 13.15 , 1.55 , 330 , 105.34 , 7.63 
119100 , 13.17 , 1.62 , 356 , 108.51 , 7.87 
119200 , 13.15 , 1.54 , 352 , 107.22 , 7.74 
119300 , 13.13 , 1.52 , 356 , 105.07 , 7.67 
119400 , 13.16 , 1.53 , 348 , 105.93 , 7.58 
119500 , 13.16 , 1.52 , 358 , 105.72 , 7.49 
119600 , 13.14 , 1.57 , 348 , 105.66 , 7.9 
119700 , 13.14 , 1.54 , 346 , 107.04 , 7.18 
119800 , 13.14 , 1.55 , 348 , 107.17 , 7.3 
119900 , 13.15 , 1.55 , 354 , 106.69 , 7.77 
120000 , 13.12 , 1.55 , 356 , 107.2 , 7.28 
120100 , 13.13 , 1.55 , 350 , 107.11 , 7.03 
120200 , 13.13 , 1.55 , 348 , 107.09 , 7.59 
120300 , 13.13 , 1.55 , 358 , 107.24 , 7.17 
120400 , 13.14 , 1.53 , 354 , 104.49 , 7.33 
120500 , 13.15 , 1.53 , 360 , 105.51 , 7.67 
120600 , 13.12 , 1.51 , 362 , 105.77 , 7.58 
120700 , 13.16 , 1.49 , 358 , 105.35 , 7.45 
120800 , 13.14 , 1.51 , 362 , 105.55 , 7.44 
120900 , 13.13 , 1.5 , 354 , 105.94 , 7.85 
121000 , 13.16 , 1.53 , 348 , 105.55 , 7.66 
121100 , 13.14 , 1.52 , 354 , 104.68 , 7.58 
121200 , 13.13 , 1.5 , 376 , 105.39 , 7.46 
121300 , 13.14 , 1.5 , 354 , 106.84 , 7.45 
121400 , 13.12 , 1.51 , 374 , 105.48 , 7.98 
121500 , 13.15 , 1.52 , 362 , 105.95 , 7.17 
121600 , 13.14 , 1.5 , 366 , 105.25 , 7.81 
121700 , 13.14 , 1.5 , 366 , 105.22 , 7.71 
121800 , 13.14 , 1.53 , 352 , 104.73 , 8.02 
121900 , 13.16 , 1.5 , 360 , 105.56 , 7.25 
122000 , 13.15 , 1.54 , 352 , 105.26 , 7.25 
122100 , 13.15 , 1.5 , 366 , 105.87 , 8.05 
122200 , 13.17 , 1.53 , 356 , 105.26 , 7.69 
122300 , 13.14 , 1.51 , 354 , 106.24 , 7.34 
122400 , 13.12 , 1.5 , 360 , 104.33 , 8.1 
122500 , 13.14 , 1.52 , 352 , 105.54 , 7.55 
122600 , 13.16 , 1.5 , 352 , 105.42 , 8.11 
122700 , 13.13 , 1.51 , 346 , 105.37 , 8.03 
122800 , 13.13 , 1.53 , 354 , 105.22 , 7.97 
122900 , 13.17 , 1.53 , 338 , 105.06 , 8.07 
123000 , 13.15 , 1.52 , 348 , 106.17 , 7.78 
123100 , 13.17 , 1.53 , 342 , 105.56 , 7.42 
123200 , 13.16 , 1.53 , 352 , 104.89 , 7.93 
123300 , 13.17 , 1.52 , 354 , 105.48 , 7.72 
123400 , 13.2 , 1.52 , 346 , 105.88 , 7.32 
123500 , 13.18 , 1.53 , 350 , 105.61 , 7.63 
123600 , 13.16 , 1.55 , 350 , 105.67 , 7.46 
123700 , 13.19 , 1.53 , 340 , 105.71 , 7.66 
123800 , 13.15 , 1.5 , 348 , 104.62 , 8 
123900 , 13.17 , 1.52 , 346 , 105.12 , 7.74 
124000 , 13.2 , 1.49 , 338 , 104.76 , 7.72 
124100 , 13.21 , 1.52 , 352 , 105.66 , 7.24 
124200 , 13.17 , 1.51 , 348 , 105.73 , 7.63 
124300 , 13.17 , 1.53 , 340 , 105.48 , 7.87 
124400 , 13.16 , 1.52 , 336 , 105.76 , 7.83 
124500 , 13.2 , 1.51 , 340 , 105.17 , 8.12 
124600 , 13.2 , 1.52 , 338 , 105.7 , 8.02 
124700 , 13.19 , 1.51 , 344 , 105.28 , 7.6 
124800 , 13.18 , 1.51 , 340 , 105.64 , 7.45 
124900 , 13.21 , 1.54 , 350 , 106.02 , 7.5 
125000 , 13.17 , 1.53 , 346 , 106.82 , 7.27 
125100 , 13.2 , 1.53 , 356 , 105.27 , 7.98 
125200 , 13.16 , 1.52 , 342 , 105.83 , 8.07 
125300 , 13.18 , 1.55 , 338 , 106.29 , 7.81 
125400 , 13.17 , 1.54 , 346 , 104.89 , 7.87 
125500 , 13.18 , 1.53 , 336 , 105.76 , 7.44 
125600 , 13.19 , 1.57 , 340 , 106.39 , 7.77 
125700 , 13.19 , 1.54 , 346 , 106.8 , 7.57 
125800 , 13.18 , 1.54 , 350 , 106.82 , 7.44 
